ResourceName,ResourceId,ResourceType,ResourceGroup,ResourceGroupId,ResourceLocation,Subscription,SubscriptionId,Tags,Cost,CostUSD,Currency
am-tempa45c9b8a,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempa45c9b8a,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempa4775b7d,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempa4775b7d,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempa6c7d514,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempa6c7d514,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempa95373b3,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempa95373b3,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempa98c5679,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempa98c5679,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempab15a105,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempab15a105,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempab737146,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempab737146,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempac6a3cc6,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempac6a3cc6,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempadc1aef2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempadc1aef2,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempaffe07b3,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempaffe07b3,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb2c558a2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb2c558a2,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb35f7f3e,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb35f7f3e,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb529beff,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb529beff,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb5b57e5c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb5b57e5c,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb5d0f6ab,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb5d0f6ab,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb7f7b828,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb7f7b828,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb8e81582,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb8e81582,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb98d869d,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb98d869d,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempb9f78d00,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempb9f78d00,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempba04e132,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempba04e132,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempba4e064c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempba4e064c,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempbadcf68b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempbadcf68b,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempbf00a0e2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempbf00a0e2,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc0a64404,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc0a64404,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc193ce88,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc193ce88,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc40713c4,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc40713c4,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc4db630c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc4db630c,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc5c559a8,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc5c559a8,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc784e6bc,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc784e6bc,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempc7d2816d,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempc7d2816d,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempcc0f36b3,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempcc0f36b3,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempccb81d04,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempccb81d04,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempcd892822,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempcd892822,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd22c1651,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd22c1651,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd24ffc1c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd24ffc1c,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd4588a25,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd4588a25,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd60c2d94,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd60c2d94,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd6782f25,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd6782f25,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd6ab3fa2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd6ab3fa2,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempd9ab6aab,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempd9ab6aab,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempda7aaeaa,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempda7aaeaa,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempdacb9777,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempdacb9777,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempdb8a9df8,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempdb8a9df8,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempdca93168,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempdca93168,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempdcfb58d3,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempdcfb58d3,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempe088256e,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempe088256e,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempe198507c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempe198507c,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempe1c0dc75,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempe1c0dc75,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempe39f0268,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempe39f0268,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempe437e99b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempe437e99b,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
am-tempe7d705ea,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg/providers/microsoft.compute/virtualmachines/am-tempe7d705ea,Virtual machine,ch1-liftnshiftrg,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-liftnshiftrg,us west 2,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,"[""\""azhydration-virtualmachine-createdby\"":\""azure migrate\""""]",0.003943412,0.003943412,USD
